text,category
The delivered CO2 extinguishers (Batch #FE-2234) are leaking from the valve seals. We need immediate replacement as this poses safety risks. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
PO#44521: Received 25 units instead of the 30 we ordered. Missing 5 ABC 6kg extinguishers. Please rectify immediately. As per PO #53269.,complaint
PO#44521: Received 25 units instead of the 30 we ordered. Missing 5 ABC 6kg extinguishers. Please rectify immediately. As per PO #53269.,complaint
Installation team left wiring exposed on our FDSS system. This failed our safety inspection. Require urgent remediation. As per PO #10252.,complaint
Installation team left wiring exposed on our FDSS system. This failed our safety inspection. Require urgent remediation. As per PO #10252.,complaint
The annual maintenance wasn't performed as scheduled on 15/03 despite confirmation. This violates our AMC terms. As per PO #23918.,complaint
The annual maintenance wasn't performed as scheduled on 15/03 despite confirmation. This violates our AMC terms. As per PO #23918.,complaint
Multiple extinguishers from delivery batch #FH2241 have stuck pressure gauges showing false 'full' readings.,complaint
multiple extinguishers in delivery batch fh2241 have stuck pressure gauges showing false 'full' readings,complaint
multiple extinguishers from delivery batch fh2241 have ''stick pressure gauges showing false 'full' readings,complaint
multiple extinguishers from delivery batch fh2241 have stuck pressure gauges showing false 'full' readings,complaint
Received DCP models FX-300 instead of ordered FX-500. Wrong specifications for our chemical plant requirements.,complaint
Received DCP models FX-300 instead of ordered FX-500. Wrong specifications for our chemical plant requirements.,complaint
Your technician damaged our server room wall during suppression system installation. Provide repair compensation. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
Your technician damaged our server room wall during suppression system installation. Provide repair compensation. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
Refilled DCP units only contain 80% of rated powder weight as per our verification. Demand proper refilling.,complaint
Refilled DCP units only contain 80% of rated powder weight as per our verification. Demand proper refilling.,complaint
The kitchen suppression system failed during testing - no agent release when triggered with test fire.,complaint
The kitchen suppression system failed during testing - no agent release when triggered with test fire.,complaint
Three 9L foam extinguishers arrived without mounting brackets as specified in PO#5512. Send missing parts ASAP.,complaint
Three 9L foam extinguishers arrived without mounting brackets as specified in PO#5512. Send missing parts ASAP.,complaint
Could you confirm if your 6kg CO2 extinguishers are compatible with 33kV electrical equipment per IEC 60900? Our GST No: 27AABCU9603R1ZV is applicable. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,general_enquiry
We're evaluating fire systems for our new data center. Please share technical specs for your clean agent systems. Our GST No: 27AABCU9603R1ZV is applicable.,general_enquiry
We're evaluating fire systems for our new data center. Please share technical specs for your clean agent systems. Our GST No: 27AABCU9603R1ZV is applicable.,general_enquiry
Do your marine extinguishers come with MED approval certificates? Need for offshore platform deployment.,general_enquiry
do your marine extinguishers have med approval certificates?,general_enquiry
Requesting maintenance schedule for aerosol systems in 24/7 industrial environments. Include inspection checklist.,general_enquiry
Requesting maintenance schedule for aerosol systems in 24/7 industrial environments. Include inspection checklist.,general_enquiry
Can you provide UL certification documents for your ABC stored-pressure extinguishers? Required for our audit. Preferred Model No: ABC-6KG.,general_enquiry
can you provide ul certification documents for your abc stored-pressure extinguishers?,general_enquiry
We haven't received the items yet. Could you please confirm dispatch?,follow_up
we haven't received the items yet can you confirm their dispatch?,follow_up
Kindly let us know the expected delivery date for our order. As per PO #23679.,follow_up
kindly let us know the expected delivery date for our order,follow_up
Please share the tracking ID for the shipment. Preferred Model No: CO2-5KG. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
Please share the tracking ID for the shipment. Preferred Model No: CO2-5KG. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
Awaiting your update on the courier dispatch. As per PO #41936.,follow_up
awaiting your update on the courier delivery,follow_up
awaiting your update on the courier dispatch,follow_up
Please confirm if the order has been shipped. Preferred Model No: ABC-6KG. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
Please confirm if the order has been shipped. Preferred Model No: ABC-6KG. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
Can you please provide the AWB number for the delivery? As per PO #97305. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
can you provide the awb number for the delivery?,follow_up
Following up on our previous email about the order status. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
Following up on our previous email about the order status. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
When can we expect delivery? Please advise.,follow_up
when do i expect a delivery?,follow_up
when should i expect delivery?,follow_up
when can we expect delivery? please advise,follow_up
Kindly share shipping details at the earliest.,follow_up
please share the details of the shipping at the earliest,follow_up
please share shipping details in the earliest possible time,follow_up
please share shipping details as soon as possible,follow_up
please share the shipping details at the earliest,follow_up
This is a reminder to confirm shipment of the extinguishers.,follow_up
this is a reminder to confirm the delivery of extinguishers,follow_up
this is a reminder to confirm the delivery of the extinguishers,follow_up
Could you provide tracking details? Awaiting update.,follow_up
can you give me tracking details?,follow_up
could you provide tracking details?,follow_up
Requesting update on LR copy for dispatched items.,follow_up
Requesting update on LR copy for dispatched items.,follow_up
Please confirm if our shipment has left your warehouse.,follow_up
please confirm if our shipment has left your warehouse,follow_up
We request an update on the transport schedule.,follow_up
we need an update on the schedule of transport,follow_up
we request an update on the schedule of transportation,follow_up
we request an update on the transportation schedule,follow_up
we request an update on the transport schedule,follow_up
Has the dispatch been initiated? Please let us know. Preferred Model No: CO2-5KG.,follow_up
Has the dispatch been initiated? Please let us know. Preferred Model No: CO2-5KG.,follow_up
We received the wrong product. Please arrange replacement. Kindly include GST No: 27AAACX1234Z1Z in the invoice. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,complaint
We received the wrong product. Please arrange replacement. Kindly include GST No: 27AAACX1234Z1Z in the invoice. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,complaint
The shipment was delayed beyond the committed date. Preferred Model No: CO2-5KG. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,complaint
The shipment was delayed beyond the committed date. Preferred Model No: CO2-5KG. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,complaint
Some items are missing in the package. As per PO #32413.,complaint
some items are missing in the package,complaint
The unit delivered is damaged. Immediate action required.,complaint
the unit is damaged,complaint
the delivery unit is damaged immediate action is needed,complaint
the unit is damaged immediate action required,complaint
the unit delivered is damaged immediate action is required,complaint
The extinguishers are not working as expected.,complaint
the extinguishers don't work as expected,complaint
the extinguishers are not working as expected,complaint
We’re unhappy with the service quality.,complaint
we were disappointed with the quality of the service,complaint
The wrong model was sent. Please correct this.,complaint
The wrong model was sent. Please correct this.,complaint
The packaging was torn and units are scratched.,complaint
the packaging was torn and the units scratched,complaint
the package was torn and the units are scratched,complaint
the packaging was torn and units are scratched,complaint
Very poor coordination — delivery was incomplete.,complaint
Very poor coordination — delivery was incomplete.,complaint
The items delivered are faulty.,complaint
The team promised dispatch but nothing has arrived yet.,complaint
The team promised dispatch but nothing has arrived yet.,complaint
This delay is affecting our site handover schedule. Kindly include GST No: 27AAACX1234Z1Z in the invoice. Reference PO#: 24165.,complaint
This delay is affecting our site handover schedule. Kindly include GST No: 27AAACX1234Z1Z in the invoice. Reference PO#: 24165.,complaint
"We were assured delivery last week, but it’s still pending. Preferred Model No: DCP-4KG.",complaint
"We were assured delivery last week, but it’s still pending. Preferred Model No: DCP-4KG.",complaint
Product malfunctioning out of the box. Preferred Model No: FMX-2.5L.,complaint
Repeated delays in shipment. This is unacceptable. Preferred Model: ULX-2.5L.,complaint
repeated delays in shipment this is unacceptable,complaint
We are highly disappointed with the defective items sent last week. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
We are highly disappointed with the defective items sent last week. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
Your team is unresponsive regarding the warranty replacement. Preferred Model No: FMX-2.5L.,complaint
your team is unresponsive regarding the warranty replacement,complaint
The equipment failed during testing. We need an urgent resolution.,complaint
we need urgent resolution,complaint
the equipment failed during testing,complaint
the equipment failed during the testing we need an urgent solution,complaint
the equipment failed during testing we need an urgent solution,complaint
We expected better support for faulty extinguishers. Preferred Model No: ABC-6KG.,complaint
Your service team failed to arrive at the scheduled time. Preferred Model No: ABC-6KG.,complaint
your service team failed to arrive at the scheduled time,complaint
Very poor coordination during installation. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
Very poor coordination during installation. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
Items delivered are substandard and unusable.,complaint
This level of service is unacceptable.,complaint
Still waiting for someone to fix the broken unit. Reference PO#: 16975.,complaint
Still waiting for someone to fix the broken unit. Reference PO#: 16975.,complaint
No response yet regarding the repeated product issues. Reference PO#: 19826.,complaint
No response yet regarding the repeated product issues. Reference PO#: 19826.,complaint
The invoice mismatch issue is still unresolved. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
The invoice mismatch issue is still unresolved. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint
Our site has halted due to non-functional safety systems.,complaint
our website has been suspended due to unreliable safety systems,complaint
the ec site was closed by non-functional safety systems,complaint
our website has been affected due to non-functional safety systems,complaint
our site was shut down due to non-functional safety systems,complaint
our site was halted due to non-functional safety systems,complaint
Quality of product received is not up to mark.,complaint
"Despite reminders, issue is pending for over a week. Reference PO#: 40103.",complaint
"Despite reminders, issue is pending for over a week. Reference PO#: 40103.",complaint
Damaged item received — need urgent replacement. Kindly include GST No: 27AAACX1234Z1Z in the invoice. Preferred Model: ULX-2.5L.,complaint
Damaged item received — need urgent replacement. Kindly include GST No: 27AAACX1234Z1Z in the invoice. Preferred Model: ULX-2.5L.,complaint
Could you confirm the warranty terms for this product? Preferred Model No: CO2-5KG.,general_enquiry
please confirm the warranty terms for this product?,general_enquiry
can you confirm the warranty terms for this product?,general_enquiry
would you confirm the warranty terms for this product?,general_enquiry
Please provide technical specifications for the model XLP-45. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
Please provide technical specifications for the model XLP-45. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
We would like to know about your installation support process.,general_enquiry
we would like to know the installation support process,general_enquiry
we would like to know more about your installation support process,general_enquiry
we would like to know about your installation support process,general_enquiry
Is the CO2 extinguisher certified for marine use?,general_enquiry
are co2 extinguishers certified for use in waterways?,general_enquiry
is the co2 extinguisher safe for marine use?,general_enquiry
is the co2 extinguisher certified for marine use?,general_enquiry
Kindly clarify the annual maintenance requirements.,general_enquiry
kindly clarify the maintenance requirements,general_enquiry
please clarify the annual maintenance requirements,general_enquiry
Do you provide site training for operators?,general_enquiry
do you provide onsite training for operators?,general_enquiry
Could you share your AMC terms and conditions? Our GST No: 27AABCU9603R1ZV is applicable. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,general_enquiry
if you know the amc terms and conditions?,general_enquiry
What is the expected lifespan of this unit? Preferred Model No: ABC-6KG.,general_enquiry
tell me the expected life of this unit?,general_enquiry
tell me the expected lifespan of this unit?,general_enquiry
We are looking for documentation regarding servicing.,general_enquiry
we are looking for documentation about maintenance,general_enquiry
we are looking for documentation concerning services,general_enquiry
we are looking for documentation regarding the service,general_enquiry
we are looking for documentation regarding servicing,general_enquiry
Is there any compatibility chart for accessories? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
Is there any compatibility chart for accessories? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
Please let us know the lead time for bulk delivery.,general_enquiry
please let us know the delivery period for bulk goods,general_enquiry
Do you provide installation at remote locations? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
Do you provide installation at remote locations? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
Need clarification on coverage under standard warranty.,general_enquiry
should i have a clearer idea about coverage under standard warranty?,general_enquiry
Requesting product datasheet for compliance check.,general_enquiry
Requesting product datasheet for compliance check.,general_enquiry
Can you share the troubleshooting guide? As per PO #51909.,general_enquiry
can you share the troubleshooting guide?,general_enquiry
What is the warranty coverage for your CO2 extinguisher models?,general_enquiry
tell me the warranty on your co2 extinguisher?,general_enquiry
tell me the warranty of your co2 extinguisher?,general_enquiry
tell me the warranty covering your co2 extinguisher?,general_enquiry
list the warranty coverages on all co2 extinguisher models?,general_enquiry
what is warranty coverage for your co2 extinguisher models?,general_enquiry
Please confirm the service intervals for your suppression systems. Our GST No: 27AABCU9603R1ZV is applicable.,general_enquiry
Please confirm the service intervals for your suppression systems. Our GST No: 27AABCU9603R1ZV is applicable.,general_enquiry
Could you share the brochure with specifications and dimensions? Our GST No: 27AABCU9603R1ZV is applicable. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,general_enquiry
Could you share the brochure with specifications and dimensions? Our GST No: 27AABCU9603R1ZV is applicable. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,general_enquiry
Do you offer AMC support in Maharashtra region?,general_enquiry
do you offer amc support in maharashtra?,general_enquiry
Is your product certified by ISI or UL? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
Is your product certified by ISI or UL? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry
We need technical guidance on fire panel integration.,general_enquiry
we need technical guidance regarding the integration of the fire panel,general_enquiry
we need technical support for fire panel integration,general_enquiry
we need technical advice on fire panel integration,general_enquiry
Can you explain the working principle of the Inergen system?,general_enquiry
can you list the work principle of an inergen system?,general_enquiry
tell me the working principle of the inergen system?,general_enquiry
can you explain the working principle of the inergen system?,general_enquiry
Please advise on operating temperature range for this model. As per PO #70264.,general_enquiry
please provide the operating temperature range for this model,general_enquiry
please advise on the operating temperature range for this model,general_enquiry
please explain the operating temperature range for this model as per po 70264,general_enquiry
please advise on the operating temperature range for this model as per po 70264,general_enquiry
Do you provide training sessions post-installation?,general_enquiry
do you offer training sessions after installation?,general_enquiry
do you offer training sessions post-installation?,general_enquiry
do you provide training sessions post-installation?,general_enquiry
What is the response time of your addressable panels?,general_enquiry
how long will it take to respond to an addressable panel?,general_enquiry
how is response time for addressable panels?,general_enquiry
How many nozzles are needed for 250 sq.ft server room? Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,general_enquiry
How many nozzles are needed for 250 sq.ft server room? Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,general_enquiry
Does your extinguisher comply with NBC 2016 guidelines? As per PO #65001.,general_enquiry
does your extinguisher comply with the 2016 nbc guidelines?,general_enquiry
does your extinguisher comply with nbc 2016 guidelines? as per po 65001,general_enquiry
What’s the refilling procedure for clean agent cylinders? Preferred Model No: FMX-2.5L.,general_enquiry
tell me the procedure for refilling clean agent cylinders?,general_enquiry
tell me the refilling procedure for cleaning agent cylinders?,general_enquiry
tell me the refilling procedure of clean agent cylinders?,general_enquiry
tell me the refilling procedure for clean agent cylinders?,general_enquiry
Can you confirm if support is available in Gujarat? Preferred Model No: CO2-5KG.,general_enquiry
Can you confirm if support is available in Gujarat? Preferred Model No: CO2-5KG.,general_enquiry
What is the shelf life of these extinguishers?,general_enquiry
tell me the shelf life of these extinguishers?,general_enquiry
Please send quotation for 10 units of 6 kg ABC extinguishers.,quotation_request
Please send quotation for 10 units of 6 kg ABC extinguishers.,quotation_request
Kindly provide commercial offer for FM200 system for server room. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request
Kindly provide commercial offer for FM200 system for server room. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request
We request your best price for CO2 extinguishers with ISI mark.,quotation_request
We request your best price for CO2 extinguishers with ISI mark.,quotation_request
Need price breakup for 3 different sizes of clean agent units. Reference PO#: 60852.,quotation_request
Need price breakup for 3 different sizes of clean agent units. Reference PO#: 60852.,quotation_request
Requesting quotation for supply and installation of fire panels.,quotation_request
requesting a quote for the supply and installation of fire panels,quotation_request
request a quotation for the supply and installation of fire panels,quotation_request
requesting a quotation for the supply and installation of fire panels,quotation_request
Share your quotation including delivery charges to Hyderabad. As per PO #70780.,quotation_request
Share your quotation including delivery charges to Hyderabad. As per PO #70780.,quotation_request
Please quote for the enclosed BOQ items at the earliest. As per PO #95183.,quotation_request
Please quote for the enclosed BOQ items at the earliest. As per PO #95183.,quotation_request
Kindly share your commercial proposal for warehouse project.,quotation_request
Kindly share your commercial proposal for warehouse project.,quotation_request
What would be your rate for 10 nos of 4.5kg CO2 units? Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,quotation_request
Please send budgetary pricing for aerosol-based system. As per PO #21102.,quotation_request
Please send budgetary pricing for aerosol-based system. As per PO #21102.,quotation_request
"Provide quotation for supply only, excluding installation. Preferred Model: FM-200.",quotation_request
"Provide quotation for supply only, excluding installation. Preferred Model: FM-200.",quotation_request
Quotation required for annual AMC service at 2 sites. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request
Quotation required for annual AMC service at 2 sites. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request
Please include taxes and delivery timeline in your quote. As per PO #61754.,quotation_request
Please include taxes and delivery timeline in your quote. As per PO #61754.,quotation_request
Need your quotation for the attached specification sheet. Preferred Model No: CO2-5KG. Reference PO#: 86586.,quotation_request
do you need a price for the attached specification sheet?,quotation_request
Kindly provide rate contract for bulk extinguishers. Preferred Model No: ABC-6KG.,quotation_request
please provide the tariff contract for bulk extinguishers,quotation_request
kindly provide a price contract for bulk extinguishers,quotation_request
We were overcharged compared to the original quotation. Preferred Model No: FMX-2.5L.,complaint
"The quoted price was approved, but you invoiced more.",complaint
"The quoted price was approved, but you invoiced more.",complaint
There is a mismatch in quoted rate and delivery invoice.,complaint
there is a mismatch between the quoted rates and the delivery invoice,complaint
there's a mismatch in the quoted rate and the delivery invoice,complaint
This delay in sending revised quote is unacceptable. Reference PO#: 90734.,complaint
this delay in sending revised quotes is unacceptable,complaint
We haven’t received the items despite payment as per quote. As per PO #44366. Preferred Model: ULX-2.5L.,complaint
We haven’t received the items despite payment as per quote. As per PO #44366. Preferred Model: ULX-2.5L.,complaint
Please quote for 50 units of 9kg DCP extinguishers.,quotation_request
Please quote for 50 units of 9kg DCP extinguishers.,quotation_request
We request your best rate for enclosed items in BOQ.,quotation_request
We request your best rate for enclosed items in BOQ.,quotation_request
Kindly send your updated quotation including GST. Preferred Model No: ABC-6KG. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request
Kindly send your updated quotation including GST. Preferred Model No: ABC-6KG. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request
Need commercial proposal for supply and installation.,quotation_request
Need commercial proposal for supply and installation.,quotation_request
Please provide your price list for standard models.,quotation_request
please provide the list of prices for standard models,quotation_request
We are still waiting for your confirmation on the revised PO. Preferred Model No: CO2-5KG.,follow_up
We are still waiting for your confirmation on the revised PO. Preferred Model No: CO2-5KG.,follow_up
Kindly update us on the shipment status of our last order. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Kindly update us on the shipment status of our last order. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Please confirm if the technician visit is scheduled tomorrow. As per PO #25402.,follow_up
please confirm if the technician visit is scheduled tomorrow,follow_up
This is a gentle reminder regarding our previous query. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
This is a gentle reminder regarding our previous query. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Has the approval for the revised pricing been shared?,follow_up
has the approval for revision of the price been shared?,follow_up
has approval of the revised pricing been shared?,follow_up
has the approval for the revised pricing been shared?,follow_up
Can you let us know when dispatch will happen?,follow_up
can you tell us when the dispatch will happen?,follow_up
can you tell us when dispatch will happen?,follow_up
can you let us know when the dispatch will happen?,follow_up
can you let us know when dispatch will happen?,follow_up
Awaiting your confirmation on the revised commercial offer. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
please include the gst number 27aaacx1234z1z in the invoice,follow_up
Please acknowledge receipt of our email from last week. As per PO #34362. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
please acknowledge receipt of our email from last week,follow_up
Any update on the logistics and expected delivery timeline? Reference PO#: 86854.,follow_up
Any update on the logistics and expected delivery timeline? Reference PO#: 86854.,follow_up
Following up on the request for installation visit confirmation.,follow_up
Following up on the request for installation visit confirmation.,follow_up
Kindly provide your commercial quotation for 6 kg CO2 extinguishers.,quotation_request
please provide a commercial quote for 6 kg co2 extinguishers,quotation_request
Please quote for supply and installation of clean agent system.,quotation_request
Requesting your best price for items mentioned in attached BOQ. Reference PO#: 22299. Preferred Model: CO2-4KG.,quotation_request
Requesting your best price for items mentioned in attached BOQ. Reference PO#: 22299. Preferred Model: CO2-4KG.,quotation_request
Please send your quotation including taxes and delivery. Reference PO#: 25124. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request
Please send your quotation including taxes and delivery. Reference PO#: 25124. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request
Share your best offer for the listed safety items.,quotation_request
please share your best offer for the safety items listed,quotation_request
share your best offer for the listed safety items,quotation_request
Please share your competitive quotation for annual AMC service. As per PO #92304.,quotation_request
Please share your competitive quotation for annual AMC service. As per PO #92304.,quotation_request
Need pricing for FM200 system installation at our facility. Preferred Model No: FMX-2.5L. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request
Request you to provide a commercial offer with technical spec. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request
Request you to provide a commercial offer with technical spec. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request
Looking for a budgetary quote for complete fire safety setup. As per PO #65485. Preferred Model: FM-200. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,quotation_request
Looking for a budgetary quote for complete fire safety setup. As per PO #65485. Preferred Model: FM-200. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,quotation_request
Send your quotation for refill and servicing of extinguishers. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request
Send your quotation for refill and servicing of extinguishers. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request
We need your price offer for portable fire suppression units.,quotation_request
we need your price offer for portable fire suppression units,quotation_request
Kindly provide your rate contract for bulk fire cylinders. As per PO #48217. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,quotation_request
please provide your rate contract for bulk fire cylinders,quotation_request
Quotation required for next quarter procurement plan. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request
Quotation required for next quarter procurement plan. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request
Share best price for ISI-certified DCP extinguishers. Our GST No: 27AABCU9603R1ZV is applicable. Preferred Model: CO2-4KG.,quotation_request
Share best price for ISI-certified DCP extinguishers. Our GST No: 27AABCU9603R1ZV is applicable. Preferred Model: CO2-4KG.,quotation_request
We’re still waiting for your reply on the updated proposal.,follow_up
we were waiting for your reply on the updated proposal,follow_up
we're still waiting for your reply on the updated proposal,follow_up
Has the dispatch for order #2145 been confirmed? As per PO #41406. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
Has the dispatch for order #2145 been confirmed? As per PO #41406. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
Please update us on the service visit request sent last week.,follow_up
please update us on the request for a service visit sent last week,follow_up
please update us on the service visit request that we sent last week,follow_up
Following up on the email sent on Monday regarding pricing.,follow_up
on the email sent on monday regarding pricing,follow_up
following up on an email sent on monday regarding pricing,follow_up
following up on the email sent monday regarding pricing,follow_up
Any update regarding our AMC contract renewal? As per PO #64786.,follow_up
any update regarding our amc contract renewal?,follow_up
Awaiting your revert on installation timeline. As per PO #37519.,follow_up
Awaiting your revert on installation timeline. As per PO #37519.,follow_up
When can we expect a response on our pending ticket?,follow_up
how soon can i expect a response on my ticket?,follow_up
Could you confirm dispatch tracking details? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Could you confirm dispatch tracking details? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up
Checking status on technical clarification requested.,follow_up
Checking status on technical clarification requested.,follow_up
Please acknowledge receipt of our PO confirmation.,follow_up
Please acknowledge receipt of our PO confirmation.,follow_up
Still no update on the revised delivery schedule. Preferred Model No: CO2-5KG.,follow_up
Still no update on the revised delivery schedule. Preferred Model No: CO2-5KG.,follow_up
Kindly respond to the payment reminder sent earlier.,follow_up
please respond to the earlier reminder about payment,follow_up
please respond to the reminder sent earlier,follow_up
please respond to the payment reminder sent earlier,follow_up
Looking for an update on invoice correction. Kindly include GST No: 27AAACX1234Z1Z in the invoice. Reference PO#: 31986. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
Looking for an update on invoice correction. Kindly include GST No: 27AAACX1234Z1Z in the invoice. Reference PO#: 31986. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-,follow_up
Have the safety audit documents been shared?,follow_up
have safety audit documents been shared?,follow_up
have the safety audit documents been shared?,follow_up
Please confirm if demo unit has been arranged.,follow_up
please confirm if a demo unit has been arranged,follow_up
This is a third reminder regarding our invoice #456 which is still showing as unpaid. This is now affecting our account status.,follow_up
This is a third reminder regarding our invoice #456 which is still showing as unpaid. This is now affecting our account status.,follow_up
Following up on the promised datasheet for the A5000 model. We need it for our client presentation tomorrow. Gentle reminder.,follow_up
we need it for our client presentation tomorrow,follow_up
we need the datasheet for the a5000 model tomorrow for our client presentation,follow_up
in keeping with the promised datasheet for the a5000 model we need it for our client presentation tomorrow,follow_up
following up on the promised datasheet for the a5000 model we need it for our client presentation tomorrow,follow_up
Our complaint (Ticket #C-889) about the damaged shipment has seen no action for 5 days. We are now formally escalating this issue.,follow_up
we are now formally escalating the issue,follow_up
Any news on the quotation for the Bangalore project? We need to submit our final bid by Friday. Checking in on the status.,follow_up
is there any news about the quotation for the bangalore project? we need to submit our final bid by friday checking on the status,follow_up
Still no resolution on the faulty pressure gauges reported last week. This is a critical safety failure and our plant is non-compliant. What is the update?,follow_up
we still haven't resolved the pressure gauge fault we reported last week this is a critical safety failure and our plant is not compliant,follow_up
The delivered extinguishers are past their expiry date. This is a severe breach of contract and a safety hazard. We demand immediate replacement.,complaint
the delivered extinguishers are past their expiry date this is a severe breach of contract and a safety hazard,complaint
The technician who visited yesterday for AMC service was unprofessional and did not complete the checks as per the list. Very poor service.,complaint
The technician who visited yesterday for AMC service was unprofessional and did not complete the checks as per the list. Very poor service.,complaint
We were quoted for UL-certified extinguishers but received non-certified ones. This is fraudulent. We will be reporting this.,complaint
We were quoted for UL-certified extinguishers but received non-certified ones. This is fraudulent. We will be reporting this.,complaint
"After the system 'fix' last week, we've had three false alarms. The system is now more unreliable than before. Send a competent engineer.",complaint
"After the system 'fix' last week, we've had three false alarms. The system is now more unreliable than before. Send a competent engineer.",complaint
Our PO#7789 for 50 units was confirmed for delivery on the 15th. It is now the 20th and we have no goods and no communication. This is unacceptable.,complaint
Our PO#7789 for 50 units was confirmed for delivery on the 15th. It is now the 20th and we have no goods and no communication. This is unacceptable.,complaint
Could you provide a datasheet that details the operating temperature range for the model K-2000? We need to ensure it's suitable for a furnace area.,general_enquiry
could you provide a datasheet that details the operating temperature range for the model k-2000?,general_enquiry
can you provide a datasheet which details the operating temperature range for the model k-2000? we need to ensure it's suitable for a furnace area?,general_enquiry
could you provide a datasheet that details the operating temperature range for the model k-2000? we need to ensure that it's suitable for a furnace area,general_enquiry
could you provide a datasheet that details the operating temperature range for the model k-2000? we need to ensure it is suitable for a furnace area,general_enquiry
could you provide a datasheet that details the operating temperature range for the model k-2000? we need to ensure it's suitable for a furnace area,general_enquiry
We are a distributor in Nigeria and are interested in your product line. Could you share your export price list and partnership terms?,general_enquiry
